Ticker,company,minusfiftyper,minustwentyfiveper,minusfifteenper,minustenper,minuseightper,minussixper,minusfourper,minustwoper,twoper,fourper,sixper,eightper,tenper,fifteenper,twentyfiveper,fiftyper,ticker_company
A,"AGILENT TECHNOLOGIES INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.04,0.13,0.18,0.39,0.13,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"A,AGILENT TECHNOLOGIES INC"
AAL,"AMERICAN AIRLINES GROUP INC",0.00000001,0.0000001,0.01,0.05,0.08,0.15,0.22,0.36,0.38,0.24,0.13,0.07,0.03,0.00001,0.000001,0.000001,"AAL,AMERICAN AIRLINES GROUP INC"
AAP,"ADVANCE AUTO PARTS INC",0.00000001,0.0000001,0.03,0.06,0.07,0.13,0.21,0.32,0.31,0.16,0.09,0.05,0.03,0.01,0.000001,0.000001,"AAP,ADVANCE AUTO PARTS INC"
AAPL,"APPLE INC",0.00000001,0.0000001,0.000001,0.02,0.03,0.05,0.1,0.2,0.32,0.14,0.08,0.02,0.01,0.00001,0.000001,0.000001,"AAPL,APPLE INC"
ABBV,"ABBVIE INC",0.00000001,0.0000001,0.01,0.01,0.01,0.06,0.12,0.28,0.34,0.17,0.04,0.03,0.03,0.02,0.000001,0.000001,"ABBV,ABBVIE INC"
ABC,"AMERISOURCEBERGEN CORP",0.00000001,0.0000001,0.01,0.05,0.05,0.1,0.17,0.29,0.32,0.16,0.06,0.04,0.0001,0.00001,0.000001,0.000001,"ABC,AMERISOURCEBERGEN CORP"
ABMD,"ABIOMED INC",0.00000001,0.0000001,0.04,0.04,0.05,0.07,0.1,0.14,0.5,0.25,0.15,0.08,0.03,0.01,0.000001,0.000001,"ABMD,ABIOMED INC"
ABT,"ABBOTT LABORATORIES",0.00000001,0.0000001,0.000001,0.02,0.02,0.03,0.06,0.18,0.3,0.12,0.04,0.01,0.0001,0.00001,0.000001,0.000001,"ABT,ABBOTT LABORATORIES"
ACN,"ACCENTURE PLC",0.00000001,0.0000001,0.000001,0.01,0.01,0.04,0.07,0.19,0.27,0.09,0.04,0.001,0.0001,0.00001,0.000001,0.000001,"ACN,ACCENTURE PLC"
ADBE,"ADOBE SYSTEMS INC",0.00000001,0.0000001,0.01,0.01,0.02,0.06,0.08,0.13,0.39,0.15,0.06,0.05,0.01,0.00001,0.000001,0.000001,"ADBE,ADOBE SYSTEMS INC"
ADI,"ANALOG DEVICES",0.00000001,0.0000001,0.000001,0.01,0.03,0.03,0.07,0.22,0.31,0.19,0.05,0.01,0.0001,0.00001,0.000001,0.000001,"ADI,ANALOG DEVICES"
ADM,"ARCHER-DANIELS-MIDLAND CO",0.00000001,0.0000001,0.000001,0.02,0.06,0.07,0.11,0.26,0.26,0.12,0.09,0.03,0.02,0.00001,0.000001,0.000001,"ADM,ARCHER-DANIELS-MIDLAND CO"
ADP,"AUTOMATIC DATA PROCESSING",0.00000001,0.0000001,0.000001,0.01,0.02,0.05,0.08,0.16,0.3,0.08,0.03,0.01,0.01,0.00001,0.000001,0.000001,"ADP,AUTOMATIC DATA PROCESSING"
ADS,"ALLIANCE DATA SYSTEMS CORP",0.00000001,0.0000001,0.01,0.04,0.07,0.11,0.21,0.32,0.32,0.2,0.07,0.03,0.01,0.00001,0.000001,0.000001,"ADS,ALLIANCE DATA SYSTEMS CORP"
ADSK,"AUTODESK INC",0.00000001,0.0000001,0.01,0.04,0.06,0.08,0.15,0.24,0.41,0.25,0.11,0.05,0.04,0.02,0.000001,0.000001,"ADSK,AUTODESK INC"
AEE,"AMEREN CORP",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.06,0.2,0.26,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"AEE,AMEREN CORP"
AEP,"AMERICAN ELECTRIC POWER CO",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.08,0.19,0.25,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"AEP,AMERICAN ELECTRIC POWER CO"
AES,"AES CORP",0.00000001,0.0000001,0.000001,0.02,0.05,0.08,0.15,0.22,0.35,0.17,0.05,0.01,0.0001,0.00001,0.000001,0.000001,"AES,AES CORP"
AET,"AETNA INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.06,0.22,0.26,0.12,0.06,0.02,0.02,0.00001,0.000001,0.000001,"AET,AETNA INC"
AFL,"AFLAC INC",0.01,0.01,0.01,0.01,0.01,0.02,0.06,0.1,0.19,0.07,0.01,0,0,0,0,0,"AFL,AFLAC INC"
AGN,"ALLERGAN PLC",0.00000001,0.0000001,0.01,0.03,0.05,0.09,0.19,0.38,0.31,0.15,0.06,0.02,0.01,0.00001,0.000001,0.000001,"AGN,ALLERGAN PLC"
AIG,"AMERICAN INTERNATIONAL GROUP",0.00000001,0.0000001,0.000001,0.00001,0.02,0.04,0.14,0.23,0.27,0.09,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"AIG,AMERICAN INTERNATIONAL GROUP"
AIV,"APARTMENT INVST & MGMT CO",0.00000001,0.0000001,0.000001,0.02,0.03,0.07,0.14,0.21,0.28,0.11,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"AIV,APARTMENT INVST & MGMT CO"
AIZ,"ASSURANT INC",0.00000001,0.0000001,0.000001,0.01,0.03,0.08,0.14,0.19,0.28,0.13,0.05,0.01,0.0001,0.00001,0.000001,0.000001,"AIZ,ASSURANT INC"
AJG,"ARTHUR J GALLAGHER & CO",0.00000001,0.0000001,0.000001,0.00001,0.01,0.01,0.04,0.12,0.26,0.1,0.01,0.01,0.0001,0.00001,0.000001,0.000001,"AJG,ARTHUR J GALLAGHER & CO"
AKAM,"AKAMAI TECHNOLOGIES INC",0.00000001,0.0000001,0.02,0.08,0.1,0.12,0.17,0.28,0.33,0.16,0.06,0.04,0.04,0.02,0.01,0.000001,"AKAM,AKAMAI TECHNOLOGIES INC"
ALB,"ALBEMARLE CORP",0.00000001,0.0000001,0.02,0.04,0.04,0.07,0.17,0.29,0.4,0.2,0.12,0.07,0.01,0.00001,0.000001,0.000001,"ALB,ALBEMARLE CORP"
ALGN,"ALIGN TECHNOLOGY INC",0.00000001,0.0000001,0.01,0.03,0.03,0.07,0.1,0.19,0.5,0.31,0.19,0.08,0.04,0.01,0.000001,0.000001,"ALGN,ALIGN TECHNOLOGY INC"
ALK,"ALASKA AIR GROUP INC",0.00000001,0.0000001,0.03,0.04,0.05,0.11,0.19,0.31,0.33,0.22,0.09,0.02,0.0001,0.00001,0.000001,0.000001,"ALK,ALASKA AIR GROUP INC"
ALL,"ALLSTATE CORP",0.00000001,0.0000001,0.000001,0.00001,0.01,0.02,0.03,0.14,0.25,0.05,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"ALL,ALLSTATE CORP"
ALLE,"ALLEGION PLC",0.00000001,0.0000001,0.000001,0.03,0.05,0.06,0.08,0.17,0.31,0.06,0.04,0.03,0.0001,0.00001,0.000001,0.000001,"ALLE,ALLEGION PLC"
ALXN,"ALEXION PHARMACEUTICALS INC",0.00000001,0.0000001,0.01,0.06,0.12,0.15,0.26,0.37,0.38,0.24,0.12,0.04,0.02,0.00001,0.000001,0.000001,"ALXN,ALEXION PHARMACEUTICALS INC"
AMAT,"APPLIED MATERIALS INC",0.00000001,0.0000001,0.000001,0.03,0.05,0.11,0.14,0.22,0.46,0.26,0.12,0.04,0.03,0.01,0.000001,0.000001,"AMAT,APPLIED MATERIALS INC"
AMD,"ADVANCED MICRO DEVICES",0.00000001,0.02,0.07,0.11,0.14,0.17,0.2,0.28,0.54,0.41,0.37,0.24,0.17,0.07,0.000001,0.000001,"AMD,ADVANCED MICRO DEVICES"
AME,"AMETEK INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.02,0.09,0.2,0.25,0.1,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"AME,AMETEK INC"
AMG,"AFFILIATED MANAGERS GRP INC",0.00000001,0.0000001,0.01,0.04,0.07,0.13,0.19,0.31,0.34,0.16,0.09,0.04,0.03,0.00001,0.000001,0.000001,"AMG,AFFILIATED MANAGERS GRP INC"
AMGN,"AMGEN INC",0.00000001,0.0000001,0.01,0.02,0.03,0.05,0.11,0.22,0.32,0.16,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"AMGN,AMGEN INC"
AMP,"AMERIPRISE FINANCIAL INC",0.00000001,0.0000001,0.000001,0.04,0.04,0.09,0.14,0.26,0.32,0.18,0.08,0.01,0.01,0.01,0.000001,0.000001,"AMP,AMERIPRISE FINANCIAL INC"
AMT,"AMERICAN TOWER CORP",0.00000001,0.0000001,0.000001,0.01,0.02,0.04,0.09,0.16,0.31,0.11,0.04,0.001,0.0001,0.00001,0.000001,0.000001,"AMT,AMERICAN TOWER CORP"
AMZN,"AMAZON.COM INC",0.00000001,0.0000001,0.01,0.02,0.03,0.04,0.06,0.17,0.41,0.2,0.1,0.03,0.01,0.00001,0.000001,0.000001,"AMZN,AMAZON.COM INC"
ANDV,ANDEAVOR,0.00000001,0.0000001,0.02,0.03,0.04,0.09,0.18,0.33,0.35,0.17,0.11,0.07,0.03,0.01,0.000001,0.000001,"ANDV,ANDEAVOR"
ANSS,"ANSYS INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.02,0.08,0.23,0.35,0.16,0.05,0.02,0.01,0.00001,0.000001,0.000001,"ANSS,ANSYS INC"
ANTM,"ANTHEM INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.04,0.12,0.18,0.31,0.1,0.04,0.02,0.01,0.00001,0.000001,0.000001,"ANTM,ANTHEM INC"
AON,"AON PLC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.02,0.13,0.26,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"AON,AON PLC"
AOS,"SMITH (A O) CORP",0.01,0.01,0.02,0.02,0.05,0.09,0.1,0.2,0.33,0.13,0.04,0.01,0.01,0,0,0,"AOS,SMITH (A O) CORP"
APA,"APACHE CORP",0.00000001,0.0000001,0.03,0.08,0.11,0.14,0.22,0.35,0.36,0.25,0.17,0.08,0.04,0.02,0.000001,0.000001,"APA,APACHE CORP"
APC,"ANADARKO PETROLEUM CORP",0.00000001,0.01,0.03,0.08,0.1,0.11,0.2,0.34,0.34,0.23,0.12,0.06,0.06,0.01,0.000001,0.000001,"APC,ANADARKO PETROLEUM CORP"
APD,"AIR PRODUCTS & CHEMICALS INC",0.00000001,0.0000001,0.000001,0.02,0.02,0.03,0.06,0.17,0.27,0.07,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"APD,AIR PRODUCTS & CHEMICALS INC"
APH,"AMPHENOL CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.02,0.04,0.15,0.24,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"APH,AMPHENOL CORP"
APTV,"APTIV PLC",0.00000001,0.0000001,0.02,0.06,0.08,0.09,0.11,0.25,0.32,0.2,0.08,0.04,0.02,0.00001,0.000001,0.000001,"APTV,APTIV PLC"
ARE,"ALEXANDRIA R E EQUITIES INC",0.00000001,0.0000001,0.000001,0.01,0.03,0.05,0.09,0.21,0.32,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"ARE,ALEXANDRIA R E EQUITIES INC"
ARNC,"ARCONIC INC",0.00000001,0.016,0.032,0.064,0.064,0.096,0.192,0.336,0.352,0.256,0.144,0.128,0.048,0.016,0.000001,0.000001,"ARNC,ARCONIC INC"
ATVI,"ACTIVISION BLIZZARD INC",0.00000001,0.0000001,0.01,0.02,0.04,0.07,0.12,0.22,0.41,0.27,0.07,0.03,0.01,0.00001,0.000001,0.000001,"ATVI,ACTIVISION BLIZZARD INC"
AVB,"AVALONBAY COMMUNITIES INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.04,0.1,0.24,0.19,0.04,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"AVB,AVALONBAY COMMUNITIES INC"
AVGO,"BROADCOM INC",0.00000001,0.0000001,0.02,0.03,0.04,0.07,0.16,0.23,0.35,0.24,0.1,0.03,0.03,0.00001,0.000001,0.000001,"AVGO,BROADCOM INC"
AVY,"AVERY DENNISON CORP",0.00000001,0.0000001,0.000001,0.00001,0.01,0.02,0.06,0.15,0.3,0.07,0.04,0.001,0.0001,0.00001,0.000001,0.000001,"AVY,AVERY DENNISON CORP"
AWK,"AMERICAN WATER WORKS CO INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.05,0.08,0.16,0.25,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"AWK,AMERICAN WATER WORKS CO INC"
AXP,"AMERICAN EXPRESS CO",0.00000001,0.0000001,0.01,0.02,0.02,0.03,0.07,0.2,0.25,0.1,0.04,0.03,0.01,0.00001,0.000001,0.000001,"AXP,AMERICAN EXPRESS CO"
AYI,"ACUITY BRANDS INC",0.00000001,0.0000001,0.03,0.07,0.11,0.18,0.22,0.36,0.33,0.17,0.11,0.04,0.03,0.00001,0.000001,0.000001,"AYI,ACUITY BRANDS INC"
AZO,"AUTOZONE INC",0.00000001,0.0000001,0.000001,0.02,0.04,0.06,0.13,0.26,0.29,0.11,0.05,0.02,0.0001,0.00001,0.000001,0.000001,"AZO,AUTOZONE INC"
BA,"BOEING CO",0.00000001,0.0000001,0.000001,0.01,0.01,0.04,0.09,0.14,0.33,0.16,0.05,0.03,0.01,0.00001,0.000001,0.000001,"BA,BOEING CO"
BAC,"BANK OF AMERICA CORP",0.00000001,0.0000001,0.01,0.03,0.03,0.04,0.11,0.24,0.35,0.16,0.09,0.05,0.03,0.00001,0.000001,0.000001,"BAC,BANK OF AMERICA CORP"
BAX,"BAXTER INTERNATIONAL INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.02,0.06,0.14,0.31,0.06,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"BAX,BAXTER INTERNATIONAL INC"
BBT,"BB&T CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.01,0.09,0.24,0.32,0.08,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"BBT,BB&T CORP"
